"X","Y"
331622.720,7382846.570
331624.170,7382846.700
331761.230,7382846.840
331761.190,7382846.740
331761.480,7382846.620
331761.130,7382846.730
331761.960,7382846.640
331762.700,7382846.660
331762.750,7382846.590
331763.310,7382846.740
331787.370,7382846.810
331787.770,7382846.830
331788.090,7382846.560
331788.290,7382846.550
331802.510,7382846.830
331803.030,7382846.380
331802.800,7382846.720
331802.830,7382846.710
331803.100,7382846.380
331924.220,7382846.740
331924.400,7382846.380
331959.890,7382846.870
331960.750,7382846.860
331960.670,7382846.600
331961.030,7382846.580
331961.250,7382846.430
332008.150,7382846.690
332008.540,7382846.380
332008.790,7382846.540
332008.970,7382846.580
332008.880,7382846.690
332009.020,7382846.420
332010.790,7382846.400
332011.040,7382846.510
332011.170,7382846.610
332012.040,7382846.800
332012.000,7382846.630
332012.290,7382846.800
332012.730,7382846.580
332030.610,7382846.720
331614.490,7382847.310
331614.910,7382847.230
331616.570,7382847.270
331624.560,7382846.920
331625.020,7382847.200
331625.140,7382847.200
331761.520,7382847.170
331761.460,7382847.120
331761.730,7382847.130
331761.710,7382847.240
331761.890,7382846.950
331762.370,7382846.970
331762.980,7382847.110
331762.580,7382846.920
331763.170,7382846.920
331763.890,7382847.190
331786.980,7382847.150
331787.300,7382847.210
331787.310,7382847.230
331787.520,7382847.310
331787.720,7382846.940
331787.900,7382847.000
331803.010,7382846.980
331925.120,7382846.880
331959.550,7382847.370
331959.740,7382847.150
331959.980,7382847.340
331960.180,7382847.160
332005.880,7382846.940
332006.870,7382847.100
332007.180,7382846.930
332007.630,7382846.900
332008.560,7382846.890
332009.480,7382847.040
332009.770,7382847.070
332009.710,7382847.070
332030.450,7382847.280
332031.140,7382847.350
331614.500,7382847.400
331614.190,7382847.410
331614.750,7382847.810
331618.980,7382847.680
331618.880,7382847.720
331625.400,7382847.790
331761.850,7382847.620
331761.870,7382847.540
331762.230,7382847.810
331762.220,7382847.430
331762.840,7382847.710
331762.640,7382847.590
331764.100,7382847.690
331786.500,7382847.510
331786.880,7382847.490
331786.980,7382847.460
331787.510,7382847.520
331896.940,7382847.540
331958.790,7382847.470
331959.420,7382847.610
331959.870,7382847.550
332005.210,7382847.780
332005.170,7382847.680
332006.990,7382847.540
332006.760,7382847.400
332007.100,7382847.640
332007.940,7382847.560
332008.360,7382847.780
332008.420,7382847.520
332009.020,7382847.450
332009.350,7382847.810
332009.410,7382847.650
332009.660,7382847.700
332010.520,7382847.660
332010.160,7382847.410
332010.880,7382847.650
332011.370,7382847.610
332030.710,7382847.790
332031.100,7382847.430
331615.590,7382847.970
331615.670,7382848.220
331623.830,7382847.890
331626.060,7382848.340
331625.650,7382848.190
331625.850,7382848.010
331762.240,7382847.940
331762.380,7382848.170
331762.690,7382848.320
331762.810,7382848.030
331763.230,7382848.320
331763.190,7382848.200
331763.800,7382848.100
331764.360,7382847.920
331784.820,7382848.060
331785.960,7382848.170
331785.920,7382848.040
331786.090,7382848.290
331786.730,7382847.910
331786.970,7382848.070
331958.220,7382848.200
331958.730,7382847.960
332003.500,7382848.140
332004.130,7382847.920
332005.360,7382847.950
332005.730,7382848.050
332005.770,7382848.130
332006.240,7382848.310
332008.650,7382847.920
332009.530,7382847.910
332010.570,7382848.050
332031.120,7382848.140
331615.870,7382848.450
331618.570,7382848.810
331625.620,7382848.830
331625.940,7382848.400
331762.690,7382848.800
331762.730,7382848.490
331762.690,7382848.450
331764.280,7382848.500
331765.070,7382848.450
331765.080,7382848.860
331784.980,7382848.730
331785.480,7382848.620
331785.170,7382848.720
331785.370,7382848.440
331785.650,7382848.420
331785.950,7382848.540
331786.430,7382848.410
331957.170,7382848.750
331957.280,7382848.810
331957.790,7382848.660
332001.860,7382848.860
332002.750,7382848.480
332004.900,7382848.390
332018.300,7382848.560
332030.770,7382848.710
332031.370,7382848.380
331732.500,7382849.140
331763.330,7382849.190
331763.200,7382849.130
331763.140,7382849.140
331763.500,7382849.320
331763.280,7382849.360
331763.880,7382849.190
331763.690,7382848.930
331764.520,7382849.060
331764.400,7382849.210
331764.580,7382849.320
331765.310,7382849.000
331765.470,7382849.240
331784.420,7382849.210
331784.710,7382849.190
331784.850,7382849.160
331785.880,7382848.910
331785.590,7382849.020
331954.210,7382849.020
331954.210,7382849.000
331956.550,7382849.230
332005.300,7382849.370
332019.770,7382848.970
332030.910,7382849.110
332031.320,7382849.350
332031.270,7382848.950
331731.560,7382849.860
331732.110,7382849.600
331763.200,7382849.420
331763.540,7382849.660
331763.670,7382849.810
331763.870,7382849.530
331763.650,7382849.730
331764.180,7382849.660
331764.340,7382849.540
331765.060,7382849.770
331764.890,7382849.530
331765.520,7382849.620
331765.130,7382849.490
331782.540,7382849.850
331782.830,7382849.590
331782.930,7382849.680
331783.900,7382849.670
331784.050,7382849.830
331784.120,7382849.560
331784.100,7382849.790
331784.910,7382849.550
331942.110,7382849.780
331954.710,7382849.640
331955.360,7382849.840
332002.780,7382849.570
332004.530,7382849.590
332005.400,7382849.590
332020.020,7382849.860
332020.370,7382849.860
332031.270,7382849.500
331730.450,7382850.350
331730.730,7382850.230
331731.100,7382849.930
331764.050,7382850.260
331763.950,7382849.960
331764.810,7382850.360
331765.350,7382850.170
331765.320,7382850.220
331765.630,7382850.220
331766.190,7382850.350
331766.430,7382850.180
331782.540,7382850.020
331782.500,7382849.890
331782.380,7382850.150
331782.620,7382850.030
331782.690,7382849.980
331782.840,7382850.000
331782.780,7382850.370
331782.900,7382850.130
331783.180,7382850.050
331783.310,7382850.260
331783.190,7382850.080
331783.860,7382849.900
331783.720,7382850.000
331926.010,7382849.920
331942.080,7382850.280
331954.920,7382850.240
331954.710,7382850.170
331954.860,7382850.020
331955.090,7382850.290
331955.730,7382850.150
331955.660,7382850.200
332002.410,7382850.030
332005.760,7382849.940
332019.920,7382850.090
332020.290,7382850.000
332031.340,7382850.100
331764.280,7382850.470
331764.610,7382850.840
331764.660,7382850.800
331765.560,7382850.840
331765.900,7382850.820
331766.500,7382850.670
331766.690,7382850.770
331781.480,7382850.410
331781.450,7382850.630
331781.730,7382850.600
331782.410,7382850.860
331782.980,7382850.380
331782.880,7382850.480
331782.800,7382850.770
331782.830,7382850.790
331782.980,7382850.740
331783.090,7382850.460
331783.090,7382850.830
331783.080,7382850.770
331783.420,7382850.750
331783.670,7382850.870
331924.830,7382850.790
331927.360,7382850.510
331928.400,7382850.600
331942.360,7382850.810
331954.660,7382850.810
331955.130,7382850.410
331955.220,7382850.470
331955.140,7382850.400
332019.660,7382850.770
332020.280,7382850.780
332020.130,7382850.780
332020.750,7382850.750
332031.190,7382850.400
332031.540,7382850.480
331764.550,7382851.070
331764.570,7382851.000
331764.920,7382851.290
331764.760,7382851.200
331764.970,7382851.350
331765.250,7382851.220
331765.360,7382851.050
331765.720,7382851.240
331766.850,7382851.130
331766.990,7382851.330
331780.720,7382851.370
331781.160,7382851.280
331781.860,7382851.030
331781.870,7382850.910
331782.490,7382850.900
331782.150,7382850.990
331782.830,7382851.040
331782.870,7382851.090
331783.470,7382851.070
331783.230,7382851.150
331783.780,7382851.140
331783.610,7382851.090
331925.980,7382851.000
331927.330,7382851.210
331927.470,7382851.230
331928.970,7382851.140
331942.920,7382851.350
331952.970,7382851.310
331953.790,7382851.160
331954.360,7382850.990
332020.080,7382851.060
332031.370,7382851.370
332031.820,7382851.050
332031.700,7382851.150
331764.950,7382851.420
331764.810,7382851.380
331765.160,7382851.820
331765.980,7382851.670
331765.630,7382851.670
331766.250,7382851.400
331780.040,7382851.780
331779.960,7382851.790
331779.660,7382851.690
331780.170,7382851.740
331780.820,7382851.620
331781.280,7382851.450
331781.200,7382851.500
331781.490,7382851.620
331781.760,7382851.770
331782.140,7382851.440
331783.550,7382851.380
331783.780,7382851.500
331784.030,7382851.400
331925.350,7382851.610
331925.650,7382851.390
331927.390,7382851.380
331929.380,7382851.790
331953.540,7382851.520
331975.870,7382851.620
331976.120,7382851.760
332031.520,7382851.860
332031.930,7382851.690
331765.460,7382852.250
331765.460,7382852.000
331765.900,7382852.270
331765.940,7382852.140
331765.610,7382852.090
331765.900,7382852.090
331766.230,7382852.310
331767.190,7382852.100
331779.460,7382852.370
331779.200,7382852.160
331779.340,7382852.120
331779.750,7382852.210
331780.190,7382851.960
331780.160,7382851.930
331780.840,7382851.970
331925.070,7382852.000
331926.240,7382852.270
331929.170,7382852.090
331930.040,7382852.330
331952.550,7382852.210
331952.580,7382852.200
331976.080,7382852.150
331976.340,7382852.280
332031.850,7382851.920
331765.720,7382852.540
331766.250,7382852.870
331766.270,7382852.400
331766.800,7382852.820
331766.590,7382852.560
331767.770,7382852.850
331778.050,7382852.720
331777.850,7382852.770
331778.160,7382852.640
331778.260,7382852.710
331778.100,7382852.730
331778.720,7382852.720
331779.350,7382852.380
331779.550,7382852.610
331779.860,7382852.650
331900.560,7382852.840
331901.480,7382852.580
331925.410,7382852.610
331926.160,7382852.640
331930.060,7382852.660
331930.440,7382852.570
331976.390,7382852.870
332031.990,7382852.770
331766.540,7382853.310
331766.500,7382853.190
331767.010,7382853.200
331767.250,7382852.930
331768.480,7382853.270
331768.320,7382853.200
331776.400,7382853.340
331777.450,7382853.050
331777.530,7382852.930
331777.700,7382853.240
331778.270,7382852.890
331778.270,7382852.940
331778.540,7382853.300
331778.910,7382853.200
331778.740,7382853.350
331793.980,7382853.090
331794.940,7382853.010
331925.530,7382852.900
331950.740,7382853.170
331950.940,7382852.990
332032.000,7382853.240
331766.530,7382853.490
331766.590,7382853.500
331766.630,7382853.400
331766.620,7382853.670
331767.960,7382853.460
331768.750,7382853.400
331775.970,7382853.820
331776.460,7382853.470
331776.670,7382853.650
331776.660,7382853.440
331777.270,7382853.460
331777.960,7382853.690
331793.530,7382853.580
331793.930,7382853.510
331794.080,7382853.830
331794.130,7382853.820
331794.100,7382853.620
331794.220,7382853.790
331901.370,7382853.620
331901.430,7382853.590
331901.610,7382853.470
331901.940,7382853.550
331901.940,7382853.710
331902.240,7382853.540
331902.870,7382853.820
331902.760,7382853.830
331902.660,7382853.790
331949.520,7382853.440
331949.550,7382853.810
331949.260,7382853.590
331950.060,7382853.530
331950.120,7382853.530
331976.590,7382853.620
332031.640,7382853.840
332032.490,7382853.850
332032.090,7382853.630
331719.350,7382853.900
331767.070,7382854.160
331767.250,7382854.230
331767.360,7382853.930
331767.810,7382854.350
331767.790,7382853.940
331768.590,7382853.880
331771.400,7382854.370
331774.740,7382854.310
331774.960,7382854.270
331775.460,7382853.990
331775.760,7382854.140
331775.620,7382853.950
331776.620,7382854.190
331794.510,7382854.340
331794.380,7382854.260
331794.830,7382854.010
331901.240,7382853.960
331902.510,7382853.890
331902.160,7382854.030
331902.170,7382853.920
331903.000,7382853.900
331902.650,7382853.910
331902.620,7382854.180
331903.140,7382854.120
331948.480,7382854.210
331948.750,7382854.370
331949.170,7382853.940
331976.920,7382854.110
331977.090,7382854.240
332032.290,7382853.960
332032.190,7382854.140
331719.430,7382854.380
331767.270,7382854.470
331767.240,7382854.500
331767.610,7382854.610
331767.610,7382854.730
331767.890,7382854.790
331768.040,7382854.860
331768.490,7382854.390
331768.730,7382854.680
331769.650,7382854.740
331771.410,7382854.560
331771.480,7382854.790
331772.060,7382854.810
331771.860,7382854.440
331772.270,7382854.520
331773.730,7382854.820
331773.940,7382854.790
331774.250,7382854.800
331774.600,7382854.380
331774.940,7382854.610
331774.830,7382854.660
331774.930,7382854.510
331775.300,7382854.410
331775.250,7382854.380
331775.980,7382854.800
331794.990,7382854.600
331899.990,7382854.500
331900.760,7382854.460
331901.570,7382854.560
331901.910,7382854.590
331901.810,7382854.430
331901.960,7382854.460
331902.070,7382854.580
331902.160,7382854.860
331902.430,7382854.790
331902.310,7382854.720
331902.800,7382854.590
331948.350,7382854.510
331948.170,7382854.740
331948.780,7382854.380
331948.800,7382854.550
331977.220,7382854.790
332032.000,7382854.580
332032.150,7382854.500
332032.700,7382854.590
331767.990,7382855.290
331767.730,7382854.910
331767.780,7382854.950
331767.980,7382855.080
331768.470,7382855.130
331769.220,7382855.300
331769.860,7382854.930
331770.040,7382855.210
331771.470,7382855.100
331772.640,7382855.340
331772.760,7382855.260
331772.870,7382855.300
331773.560,7382855.220
331773.110,7382855.240
331773.740,7382855.100
331773.780,7382855.150
331774.080,7382854.880
331774.330,7382854.880
331795.120,7382854.970
331902.520,7382855.100
331902.780,7382855.000
331903.380,7382855.320
331946.840,7382855.240
331947.370,7382855.250
331977.440,7382854.880
332032.500,7382855.260
331768.030,7382855.590
331768.430,7382855.710
331768.410,7382855.860
331768.140,7382855.450
331768.870,7382855.740
331770.400,7382855.820
331770.260,7382855.580
331770.830,7382855.500
331770.630,7382855.780
331771.740,7382855.850
331771.750,7382855.790
331771.920,7382855.750
331772.340,7382855.610
331772.670,7382855.640
331772.760,7382855.650
331772.630,7382855.670
331772.920,7382855.440
331773.240,7382855.410
331774.250,7382855.630
331774.870,7382855.660
331885.940,7382855.690
331902.680,7382855.600
331903.060,7382855.430
331903.520,7382855.580
331903.590,7382855.590
331946.910,7382855.780
331946.840,7382855.670
331977.500,7382855.560
331977.840,7382855.670
331768.330,7382855.880
331768.710,7382856.210
331768.820,7382856.240
331769.050,7382856.030
331769.160,7382855.940
331769.470,7382856.290
331769.950,7382856.240
331769.810,7382855.930
331770.510,7382856.070
331770.270,7382856.240
331770.890,7382856.250
331770.650,7382856.250
331770.820,7382856.370
331771.090,7382856.150
331771.800,7382856.150
331771.810,7382856.090
331772.030,7382856.290
331772.150,7382855.900
331772.180,7382855.880
331773.430,7382856.100
331773.940,7382856.200
331887.300,7382856.340
331902.650,7382855.880
331945.250,7382856.330
331946.220,7382855.890
331977.660,7382856.090
331768.980,7382856.650
331769.820,7382856.620
331769.930,7382856.670
331769.640,7382856.480
331770.260,7382856.720
331770.260,7382856.850
331770.160,7382856.600
331770.410,7382856.860
331770.080,7382856.530
331770.710,7382856.610
331770.950,7382856.390
331771.130,7382856.450
331771.080,7382856.520
331772.320,7382856.790
331772.160,7382856.700
331772.920,7382856.470
331773.080,7382856.550
331773.400,7382856.500
331886.570,7382856.710
331886.880,7382856.440
331944.630,7382856.660
331945.410,7382856.460
331945.800,7382856.440
331977.990,7382856.780
332032.790,7382856.450
331768.830,7382857.010
331769.250,7382857.040
331769.500,7382857.130
331769.450,7382857.050
331769.770,7382857.040
331769.870,7382857.370
331769.790,7382857.030
331770.220,7382856.880
331770.150,7382857.260
331770.420,7382856.980
331770.200,7382857.260
331770.940,7382857.140
331771.230,7382857.330
331771.640,7382857.050
331771.710,7382857.050
331772.100,7382857.280
331886.280,7382856.980
331944.170,7382857.340
331944.300,7382857.250
331978.040,7382857.250
332032.730,7382857.160
331769.060,7382857.580
331769.060,7382857.520
331769.490,7382857.710
331769.220,7382857.460
331769.390,7382857.420
331769.370,7382857.430
331769.700,7382857.400
331770.340,7382857.700
331770.230,7382857.410
331770.540,7382857.600
331770.710,7382857.750
331772.580,7382857.800
331904.230,7382857.650
331978.540,7382857.540
331978.380,7382857.400
332033.030,7382857.780
332033.150,7382857.470
331768.940,7382858.010
331769.290,7382857.970
331769.230,7382858.250
331769.140,7382857.950
331769.990,7382858.070
331770.420,7382858.170
331770.300,7382857.930
331770.210,7382857.910
331770.750,7382858.170
331771.040,7382858.140
331771.400,7382858.370
331771.280,7382858.170
331772.820,7382858.030
331773.150,7382858.200
331773.340,7382858.330
331905.400,7382858.210
331906.690,7382857.970
331931.630,7382858.190
331942.050,7382858.360
331942.530,7382858.330
331943.260,7382857.910
331943.320,7382857.930
331978.610,7382858.120
332032.870,7382858.200
332033.350,7382858.330
331632.030,7382858.650
331632.190,7382858.780
331632.600,7382858.760
331632.810,7382858.580
331768.690,7382858.570
331768.950,7382858.700
331769.040,7382858.820
331769.110,7382858.460
331771.050,7382858.480
331771.520,7382858.790
331771.430,7382858.410
331771.720,7382858.700
331772.820,7382858.770
331772.590,7382858.520
331773.830,7382858.530
331773.700,7382858.750
331904.770,7382858.650
331904.920,7382858.680
331905.190,7382858.840
331932.200,7382858.730
331978.970,7382858.790
331632.790,7382858.990
331768.560,7382858.940
331768.770,7382859.200
331771.450,7382858.910
331771.530,7382858.990
331771.780,7382859.110
331772.050,7382858.910
331772.140,7382859.230
331772.560,7382859.230
331772.550,7382859.170
331772.880,7382858.940
331773.480,7382859.240
331773.360,7382859.180
331774.150,7382859.120
331905.100,7382859.100
331906.380,7382859.160
331906.910,7382859.340
331978.980,7382859.160
332004.550,7382859.090
332004.910,7382859.310
332004.730,7382859.210
332004.850,7382859.260
332033.300,7382858.910
331768.340,7382859.470
331768.880,7382859.850
331768.720,7382859.670
331771.950,7382859.410
331772.470,7382859.610
331772.650,7382859.850
331772.950,7382859.650
331772.970,7382859.580
331774.010,7382859.760
331773.850,7382859.710
331774.110,7382859.560
331774.810,7382859.740
331774.910,7382859.510
331905.690,7382859.500
331906.710,7382859.700
331907.960,7382859.800
331979.140,7382859.400
332003.950,7382859.840
332005.070,7382859.390
332004.930,7382859.770
332005.110,7382859.420
332033.510,7382859.550
332033.630,7382859.660
331768.240,7382860.050
331768.420,7382859.990
331768.390,7382859.930
331768.700,7382860.120
331772.560,7382859.890
331772.530,7382859.890
331772.620,7382859.990
331773.000,7382860.290
331773.090,7382860.220
331773.460,7382860.260
331774.390,7382860.250
331774.420,7382860.180
331775.200,7382860.040
331905.720,7382859.940
331906.490,7382860.020
331906.110,7382860.040
331979.230,7382860.070
332033.340,7382859.890
332033.650,7382860.250
332089.400,7382860.350
332089.820,7382860.350
331767.460,7382860.860
331767.970,7382860.490
331768.010,7382860.460
331768.420,7382860.570
331768.260,7382860.620
331768.190,7382860.460
331768.550,7382860.650
331768.110,7382860.510
331768.760,7382860.810
331773.090,7382860.390
331773.530,7382860.640
331773.580,7382860.710
331773.680,7382860.790
331773.760,7382860.750
331774.040,7382860.650
331774.070,7382860.720
331775.020,7382860.620
331774.860,7382860.490
331775.900,7382860.610
331796.820,7382860.710
331906.230,7382860.740
331906.570,7382860.510
331906.920,7382860.680
331906.630,7382860.510
331979.840,7382860.840
332005.320,7382860.720
332033.410,7382860.640
332089.790,7382860.540
332090.900,7382860.740
331767.290,7382860.950
331768.000,7382860.900
331767.690,7382860.950
331767.930,7382860.920
331768.790,7382860.940
331769.370,7382861.230
331774.240,7382861.290
331774.150,7382861.050
331774.210,7382861.230
331774.580,7382861.160
331774.580,7382861.160
331776.440,7382861.190
331776.600,7382861.180
331796.480,7382861.250
331796.660,7382861.350
331907.110,7382861.140
332033.890,7382861.240
332091.410,7382861.260
331766.570,7382861.480
331766.990,7382861.540
331766.920,7382861.620
331766.630,7382861.480
331769.400,7382861.390
331769.440,7382861.580
331769.960,7382861.830
331774.760,7382861.800
331774.990,7382861.840
331774.780,7382861.740
331775.250,7382861.560
331775.610,7382861.850
331776.200,7382861.590
331777.040,7382861.610
331777.270,7382861.650
331777.130,7382861.380
331796.760,7382861.410
331907.610,7382861.740
332090.450,7382861.560
332090.820,7382861.800
332090.610,7382861.550
332090.830,7382861.770
331765.990,7382862.300
331766.390,7382861.970
331766.110,7382861.960
331769.990,7382862.260
331775.030,7382861.970
331774.940,7382861.900
331775.450,7382862.310
331775.240,7382862.070
331775.830,7382862.280
331776.710,7382862.270
331777.610,7382862.190
331796.510,7382862.210
331796.580,7382862.220
332033.730,7382862.000
332090.830,7382862.160
332091.040,7382861.920
332091.060,7382861.920
331765.140,7382862.700
331765.470,7382862.550
331765.950,7382862.380
331775.960,7382862.810
331776.000,7382862.830
331776.180,7382862.590
331776.250,7382862.620
331776.230,7382862.550
331776.590,7382862.590
